navn,tlf
MALER OG MUER SERVICE,50282563
MH ENTREPRENØR,81619930
MK MURER APS,60240459
MOOSDORF,24944448
MULTIBYG & TEKNIK,27246838
MURER & KLOAKMESTER OLE STEFFENSEN,98140040
MURER TLN BYG APS,40683886
MURER- OG BYGGEFIRMAET JENS ROSENKILDE,98128466
MUREREN FRA BLÅBÆRVEJ APS,40955542
MURERFIRMAET ERIK ANDERSEN,40441450
MURERFIRMAET ERIK HOUEN APS,22429430
MURERFIRMAET HASSING APS.,23716172
MURERFIRMAET HENRIK HANSEN APS,20925083
MURERFIRMAET HENRIK JENSEN,20962085
MURERFIRMAET JACOBSEN V/PREBEN JACOBSEN,98254144
MURERFIRMAET KJELDS & HYLDGAARD APS,40142026
MURERFIRMAET MILBAKVEJ APS,51342596
MURERFIRMAET MM APS,25620220
MURERFIRMAET MØLHOLM APS,26493237
MURERFIRMAET PREBEN SØRENSEN APS,98341313
MURERFIRMAET TJT DRIFT APS,20628684
MURERM VILLY SAND CHRISTENSEN,98164800
MURERMESTER B. PEDERSEN,22424990
MURERMESTER DAN OLSEN,20733713
MURERMESTER DAVID M PEDERSEN,98153731
MURERMESTER DENNIS DAUGAARD APS,61692150
MURERMESTER FREDERIK NIELSEN APS,20661333
MURERMESTER KURT CLEMMENSEN,98271016
MURERMESTER MATHIAS JOHANSEN,60546317
MURERMESTER PETER JEPPESEN,40856744
MURERMESTER SØREN SØRENSEN,98260367
MURERMESTER TAGE CHRISTIANSEN,98254331
MURERMESTER THOMAS HEDEGAARD,20993333
MURERMESTER V/KENNETH SAND,24497673
MURERSVENDENE/LANDBRUG V/ELI O JENSEN,98331021
MURTON BYG V/OLE JOHNNY HØJLUND LETORT,41634263
NIBE-BYG.DK APS,20775817
NORDJYSK FACADERENOVERING APS,21397140
NORDJYSK MURERFORRETNING,30279397
OC MURERMESTER & AUT. KLOAKMESTER APS,98332205
OK MULTISERVICE,93831054
ORIGINAL MAIBOHM FLEKSIBEL DESIGN,23425071
P.J. BYG V/PREBEN AGGERHOLM,98159811
PEJTER BYG APS,20890679
PRONOVI IVS,23962044
RDL-BYG V/RENÉ DION LARSEN,50731559
ROLAND BYG,28299001
SBR BAD & DESIGN,42342205
SELSKABETS AF 11. FEBRUAR APS,40683886
SIMA FUGETEKNIK V/MADS NEJSBORG JEPPESEN,22781254
SOLSIDEBYG.DK,98170010
STEEN BRIX THORSEN,30251261
STJERNEBYG.DK,25334817
SULSTED MURERFIRMA APS,51342596
TCJ MURERFIRMA,42465612
TECHNICAL SOLUTIONS V/ESBERN JACOBSEN,53364249
THIMM BYG & SERVICE APS,40791190
TK BYG OG MONTAGE V/TOMASZ KSIAZEK,91875280
V/LARS BOYE,61382992
WAYNES ENTREPRISE,31614083
BIGTONA GUITARSHOP,98122267
KLAVERSTEMMER FINN MØLLER,98114122
MUSIKHUSET AALBORG,98920300
3H REVISION STATSAUTORISERET REVISOR,98123322
ANNI OPTIK V/ANNI HANSEN,98123388
BÆKGAARD OPTIK APS,98294000
BRILLEGALLERIET AALBORG APS,98117482
BRILLESNEDKERIET,40626444
CLAUDI & HJELM OPTIK,98170033
DINOPTIK APS,20303066
EYEROOM APS,21132007
GANER & ROBENHAGEN NORDJYDSK KONTAKTLINSEKLINIK A/S,98117131
HASSERIS OPTIK V/PER KRISTENSEN,96340088
JAN SIMONSEN UDLEJNING,98244677
KUNTZ AF 12/6 2008 APS,98350060
LARS BLOCH BRILLER APS,98121988
LARS BLOCH BRILLER HOBRO APS,98511199
LARS BLOCH BRILLER NIBE APS,98353835
LOUIS NIELSEN AALBORG APS,70130111
NØRRESUNDBY  OPTIK V/THOMAS ØSTERGAARD,98174302
NYT SYN AALBORG APS,98136363
PROFIL OPTIK AALBORG 12365,98121240
SMARTEYES AALBORG,70232303
SMARTEYES DANMARK A/S,70232303
SYNOPTIK A/S,98126888
SYNOPTIK A/S AALBORG STORCENTER,98184166
THIELE BRILLER OG KONTAKTLINSER,98123086
THIELE BRILLER OG KONTAKTLINSER AALBORG STORCENTER 26,98189465
2FAT IVS,51881612
AALBORG FREJA CAFETERIA,98133113
AALBORGIMI KALAALLIT ILLUAT DET GRØNLANDSKE HUS I AALBORG,98146800
ABU-NAJMA FOOD & DEKORATION V/ABDISHAKUR HUSSEIN SHURIE,98126968
ADMINISTRATION OG LAGER,42797936
ALADDIN PIZZA V/SAMER HAMED AL-TAMIMI,98323701
AMANTES MIX,98190083
AMIGOS,22154707
BELLA ITALIA AAU,98153488
BEN & JERRYS AALBORG,42362351
BIG BEN PIZZA,98120001
BIG BIN PIZZA,31713122
BIG BITE,98102079
BOLLYWOOD INDISK TAKE AWAY - REBERBANSGADE,71809099
BØNKELS,30249995
BRIDGE PIZZA & CHICKEN / BRIDGE FRIED CHICKEN / BFC,71862243
BURGER GO APS,22866888
BYENS PIZZA V/SALATIN KILIC,96391880
CAFETERIET I TYLSTRUPHALLEN,98262199
CAFETERIET IF HAABET ØSTER UTTRUP,22383936
CAPRI PIZZA V/RAMIN SHERZAMAN,98121108
CASA PAZZA,51881612
CENTER CAFÉEN V/HEIDI MARIE MEHLSEN NIELSEN,98352026
CHAMPIONS PIZZA & GRILL V/HASSAN MOHAMAD,52222260
CHELITA,42371318
CHICKEN CORNER AALBORG,25795859
CHING SHANG GRILL V/THI B K NGUYEN,98179366
DAKOS,98102015
DUMITRASCU APS,41888866
DYNAMIC MINDS AALBORG,29684465
EAT FALAFEL,93870035
FALAFEL OG GRIL HOUSE,22417766
FALLING EJENDOMME APS,21830532
FÆRGECAFEÈN,60221405
FÆRGEGRILLEN,98311820
FODERBRÆTTET BRØNDERSLEV APS,42726517
FODERBRÆTTET TYLSTRUP,42726517
FONDEN HUSET S/I,98686421
FONTÆNEN GRILLBAR,98161702
FONTÆNEN V/KENT ÅBO SØRENSEN,22467215
FREDES LÆKKERIER,60454143
GASTRONOMIA NAPOLITANA,31713122
GRILL & ISHYTTEN,98315611
GRILL & SANDWICH VED STRANDEN,41838000
GRILLBAREN SVINGET V/LARS ERNST HANSEN,40554300
GRILLEN AALBORG APS,35353570
GUF & KUGLER,60803757
GUF & KUGLER AALBORG,31900062
GUF & KUGLER AALBORG APS,31900062
GUF & KUGLER APS,31900062
GUF & KUGLER NIBE APS,31900062
GUG BOLDKLUBS FODBOLDAFDELING,23391883
H.MAD BOXEN,40951357
HAALS IS APS,98314043
HAPPY TIME V/FIRAS SMITH,98780845
HAWFRISK FISH N CHIPS,42378537
HELSTEGT,28100868
HELSTEGT V. PLATFORM 4,26295785
INARI SUSHI APS,71975805
INFO-TERIA DALL APS,98182569
IPIZZA POLA N.MOHAMAD JAFF,98190099
ISBODEN I NIBE S.M.B.A,23215916
ISHUSET V/TONNY BAGER,98252065
JANNES APS,24411292
JIN SHING GRILL APS,98173829
JOHNS KØKKEN APS,98122266
JS SERVICE,21727930
KASPERHK,31324204
KASTET GRILL OG BURGER,71715959
KEBAB HOUSE,98160716
KEBAB HOUSE NIBE,98352081
KEBAB HOUSE V/NASSER HAOUI,98160716
KEBABISTAN BARBEQUE,42739727
KOKKEN JAMES,52644969
KONGERSLEV PIZZA & KEBAB HOUSE V/ALI KHAN HAMED HAMED,29672393
KRÆMMERHUSETS MADVOGN,42481475
KULTORFORENINGEN BAGHUSET,98138970
LA BOTTEGA,20207076
LA BOTTEGA AALBORG APS,23950701
LANAS PIZZA,42776776
LUCKY,98173009
M & G PIZZA V7  MICHAEL ZINATI,98117099
MAGURO APS,71975805
MAMA MIA PIZZA,53385381
MAMA MIA PIZZA V/SUAT YILDIZ,98259716
MAMA ROSA PIZZA & GRILL,98103431
MANGORS GRILL APS,28699566
MG TRANSPORT V/MICHAEL HOLDT GRAUBALLE,21657956
MIKES PIZZA,26444427
MOTORVEJS GRILLEN V/KARINA TVEDE,98654888
MØLHOLM PIZZA,91418612
MR. HOTDOG,30314443
MUGGES FODERBRÆT APS,61719660
NANKING GRILL V/HAIYANG YU,98123234
NATALIE PIZZABAR I/S V/RAMIN B TABRIZI OG ARASH SHAHROKHI,98163199
NØRRESUNDBY PIZZARIA V/BORISLAV RUMENOV BACHVAROV,98173009
NU!NU KEBAB,42837397
NUCHYS KITCHEN,50251891
PANE D`ORO ITALIANO V/E APAYDIN,98124648
PAPPAS PIZZARIA,98213999
PARADIS ÅLBORG - ALGADE,41814640
PARADIS ÅLBORG APS,41814640
PARADIS ÅLBORG STORCENTER,41814640
PARADIS IS HAVNEN,41814640
PEKING GRILL,42412029
PIZZA 2 GO,50195107
PIZZA 2 GO IVS,98151020
PIZZA BIANKA,60616171
PIZZA DREAM OG GRILLHOUSE,98159090
PIZZA HOUSE,98130913
PIZZA LA MAMA,98791018
PIZZA OG GRILLHUSET V/KAMIL AVCI,98255138
PIZZA V/SERDAR MAHMOOD ZADA,98167276
PIZZALAND,98129695
PIZZARIA BELLA ITALIA V/MOSTAPHA S M TAMIDI,98153488
PØLSE HAUS,98293530
PØLSEKONGEN,98164941
PRINCIP PIZZA OG SANDWICH,98167791
QB ROYAL FOOD,50171705
RK MULTISERVICE,22969623
ROBERTOS PIZZABAR V/KAMIL FOUAD YAMMIN,98040527
ROSCOE AALBORG APS,61706540
SALT,27101838
SANDWICH HAUS V/DORY EL HAJJ,98293530
SASON PIZZA AALBORG I/S,98124888
SHANGHAI GRILL V/NHUNG THI CAM DAO,98163254
SIMPSONS PIZZA OG GRILL,98130005
SIZZLERS STEAK HOUSE APS,98581717
SKALBORG PIZZA,98182327
SLAVIC FOOD DELIVERY,52659858
SORRENTO PIZZA,98131497
SOVS & KARTOFLER,29883458
SPYD OG PITA,50261229
STALD GRILLEN I/S,98837173
STATIONSVEJENS KIOSK/HS SERVISES V/HARJEET SINGH,98171784
STAVROS PIZZA V/ STAVEROS MANSOOR,98111422
STØTTEFORENINGEN GODTHAAB HAMMERVÆRK,40638038
SULTEN,91888328
SUSHI DAILY SKALBORG,71975805
SUSHI FEST APS,71975805
THAI-BOXEN V/WARAPORN SAMPHA,22942728
THAI2GO,98121516
THIEN NHI GRILL,98129912
TONYS PIZZERIA,98116025
TORVE GRILL OG PIZZA,98380418
ULSTEDHALLENS CAFETERIA JØRN HOLM PEDERSEN,98254666
VADUM PIZZA,30863906
VADUM PIZZARIA OG GRILL,35115044
VEGANDÓTTIR,24422284
VEJGAARD SUPER PIZZA,24253806
VENEZIA PIZZA,98318880
VENEZIA PIZZARIA,42772039
VESTBJERG PIZZA V/RABIH JAMIL FRIWAT,98297220
VISSE PIZZA,98314251
VODSKOV PIZZERIA,98293530
WÅKWÅK AALBORG,31351444
WOK ME AALBORG,60124914
YOUNES PIZZA V/SAMIR MANSOUR SADA,98124811
ZULTEN,91829062
AALBORG PLANTESKOLE I/S,40877238
AGRO ANDERSEN,98279775
ANDERS SØNDERGAARD,22821616
ANDREAS HØJEN FROST,98311234
ASGER ENGGAARD,98381888
ASTRUPLUND V/ANNEMARIE GAMMELGAARD FRANDSEN,30288276
BENT ADELSTORP,98256305
BODIL KORGAARD BANG,98686332
BODIL MILTHERS,98357008
BRØDLANDSHUS SKOVBRUG V/WERNER DAVIDSEN,98286622
BRUSÅVEJ 33 V/EVA NIELSEN,98673417
DEN STORE KØKKENHAVE,41605550
DORTHE POULSTRUP,98250888
DUEDAL JULETRÆER I/S,98341866
EJENDOMMEN SKROLDVEJ 5 V/JENS LANDVAD,30554344
FLAMSTED ØKOLOGI - JULETRÆER JORDBÆRGRØNT,98384494
FLEMMING MORTENSEN,20666994
FORENINGEN FOR BEPLANTNING,98257720
FORPAGTER CLAUS HANSEN,98310350
GÅRDEJER ARNE MORTENSEN,98262575
GÅRDEJER ERNST E NIELSEN,98253238
GÅRDEJER IB NIELSEN,98686176
GÅRDEJER JOHS ELSNAB,98259091
GÅRDEJER JØRN SØGAARD,98341542
GÅRDEJER KRISTEN BOELSMAND,98381667
GÅRDEJER NIELS FALSTIE-JENSEN,98384442
GÅRDEJER OLE CHRISTENSEN,98355224
GÅRDEJER PETER BASTHOLM,98254162
GÅRDEJER SØREN HOLMGAARD,98384815
GÅRDEJERE CARL OG ANE MARIE CARSTENS,98322628
GÅRDEJERE M S CHRISTENSEN & L W CHRISTENSEN,98686029
GÅRDEJERE/GARTNERIEJERE BODIL SIMONSEN & PER SIMONSEN,98341914
GARTNERIEJER BODIL ALS,27641729
GARTNERIET ØSTERGAARD V/GERT NIELSEN,98152681
GF ENTREPRENØR SERVICE,91816536
GISTRUP GREEN GROW,61658177
GODSET I/S,40785229
GREEN NORTH V/FRANK HEJSELBAK JENSEN,23711141
GREENGROWTH,60810367
GRIMNIR INVEST APS,98251280
GUNNER THERKELSEN,99341760
HANDELSGARTNERIET V/PER FALKENSTEN ANDERSEN,98297290
HENNING THORN BAUNEHØJGÅRD,98333035
HERKULESMINDE,24884973
I/S BAKGÅRDEN,98353432
JC GRØNT V/CORNELIA SMEENGE,98541814
JØRGEN BANG APS,40145081
JULETRÆER I AALBORG,24845392
JULETRÆER V/JAN M PEDERSEN,40960202
KAROLINE SØRENSEN,52178129
KÆRGÅRDEN V/KLAUS ADAMSEN,40167066
KELDBÆKGÅRD V/RASMUS STAUERSBØL OLSSON,98353601
KILA NATUR,20671142
KIM KREBS,40597655
KINDERUP MOSEGÅRD V/TORBEN PEDERSEN,98294241
KL MINIFRAGT/KL SALG V/KIM LARSEN,23741969
KNUD ERIK BUUS,98157042
KV JULETRÆER V/KELD VESTERGAARD,98355412
LANDBRUG & UDLEJNING V/JØRN ANDERSEN,98281178
LANDBRUG V/ CHR AUGUST,98250940
LANDBRUG V/B.& C.H.RASMUSSEN,98669258
LANDBRUG V/HENRIK MAGNUS SKOU,40969899
LANDBRUG V/KRESTEN FISKER,98352246
LANDBRUG V/MICHAEL NØRLEM,98383727
LANDBRUG/SKOVBRUG V/KJELD JENSEN,98332019
LANDBRUG/UDLEJER HANNE HOUMANN JENSEN,98315648
LANDBRUGET KARENSMINDE V/ERIK NØRGAARD-PEDERSEN,98188889
LANDMAND ANDERS NORRE,98669167
LANDMAND ANDERS RICHARDT CHRISTENSEN,98253746
LANDMAND BENT NIELSEN,98333228
LANDMAND ERIK G JENSEN,98193919
LANDMAND GRETHE CHRISTENSEN,98686285
LANDMAND HENRIK NISS,98686092
LANDMAND JES LUNDE,20233220
LANDMAND JESS BORGGAARD KYØ HOVEDGAARD,98355044
LANDMAND JETTE LADEFOGED DISSING,98323311
LANDMAND JØRGEN CHRISTIAN JENSEN NYHOLT,98252201
LANDMAND JØRGEN FRIIS PEDERSEN,98353890
LANDMAND KJELD LUNDAGER JØRGENSEN,98387020
LANDMAND KNUD OLAF LARSEN,98253126
LANDMAND LAURITS RØDHUS,98255119
LANDMAND LEO CHRISTENSEN,98314684
LANDMAND PER BUNDGAARD HANSEN,98272130
LANDMAND PER KROGSGAARD NIELSEN,98331876
LANDMAND PETER HANSEN,98666298
LANDMÆND INGE HOLDENSGAARD & JOHN HOLDENSGAARD,53288056
LANDMÆND SUSANNE HENRIKSEN/TOM HENRIKSEN,98250153
LARS K. ANDERSEN,22338406
LASSE BRUUN,60126932
LOUISENDAL V/CARSTEN VOGNSEN NØRGAARD,98256262
LUNEBORG APS,61227699
MARIUS OG JENS CHRISTENSEN I/S,98315439
MARKGAARD,98357104
MOESGAARD KARTOFLER V/PREBEN KRISTENSEN,98265001
MOTHER-ROOM IVS,61612393
MØLLEBJERG,22400777
MØLLEMARKEN 15,33798484
NATUR OG BIOENERGI APS,98332989
NORDMANNTREES A/S,51512835
OLAV TJELL,98257541
ØSTER HASSING LANDBRUGSSERVICE V/PETER HØGH,98259841
ØSTERGAARD SKOVBRUG V POUL JAGD,98387337
PLANTAS A/S,96869193
PLANTEBIXEN V/HANNE RASMUSSEN,30468674
SKELSØGÅRD V/PER HOLMGAARD JENSEN,51512835
SKOVEJER NIELS ANDREASEN,40881402
SPIRETID,41566554
STEENGÅRD LANDBRUG V/GUNNAR JENSEN,98341583
STENHØJGÅRD I/S V/B ROKKEDAHL OG R MARKUSSEN,98686254
STIG KOLD JESPERSEN,98686216
STORE RESTRUP RESTAURANT,96441020
STUTTERI V/BJARNE FYENBO,98257400
SVEN BJERRE POULSEN,98252261
TAGE POULSEN,98271258
TAGE SØRENSEN,98341104
TRADEX & LANDBRUG HENRIK THINGHOLM KRISTOFFERSEN,40548407
TREVOR MOTT,98669266
V/ DORTHE KLITGAARD CHRISTENSEN,98331440
VEGGERGAARDE V/KIM BUUS,98666116
VOGNMAND JOHN JAKOBSEN,96386066
AALBORG INTERNATIONAL PSYKOTERAPI,50133111
AALBORG ØST TAXA,91975726
AALBORGPSYKOLOGERNE,21330021
ACT-LIVING,61282773
ÅDALENS PSYKOTERAPI,25143997
ADAPTIMIZE,53218730
AGATHES UNIVERS,27122247
AHLGREN CONSULT V/KIRSTEN AHLGREN,98189291
ANNE SJØBERG KLEIST,20681844
ANNE ZIMMER,98129616
AURORA,98132813
BALANCE YOUR LIFE V/RIKKE KRAGH,31158099
BARSELSPSYKOLOGEN,26743900
BIRGITH BROBERG,29871909
BIRTHE REESE CRISTENSEN,98138044
BKA-CONSULT V/BETTINA KJÆRGAARD ANDERSEN,22574116
CAND PSYK ELSE-MARIE SKYUM,50573952
CENTRERET-PSYKOTERAPI V/TOM FUNKE,30257749
CHRISTIAN BACH HANSEN - AUTORISERET PSYKOLOG,60643150
CHRISTINA KARSTENS,24662976
DANSK MARTE MEO CENTER V/JYTTE BIRK SØRENSEN,98292245
DAVID GRAAE APS,27846251
DEN PRIVATE BØRNE-FAMILIEKLINIK I/S,20997615
DORTHE MEJLHEDE PSYKOLOG PRAKSIS V/DORTHE MEJLHEDE,98882332
DORTHE SNEHOLM AUTORISERET KLINISK PSYKOLOG,26283910
EN NY VEJ AT GÅ,20318167
FAMILIE AKADEMIET,31314742
FAMILIEBEHANDLING V/KAREN HANSEN,26217633
FAMILIEPSYKOLOGISK PRAKSIS V/ MAYA RICHTER HANSEN,28186517
FAMILIETERAPEUT FIE MØLGAARD,28344744
FAMILIETERAPEUT MATIAS LAULUND,52539993
FAMILIETERAPEUT MICHAEL GUNNERSEN,50352525
FAURHOLT FAMILIETERAPI,61688372
FINDSOLUTIONS,98323265
FOKUS PÅ FAMILIEN V/HANNE TANG,22863397
FOSVANGTERAPI V/GITTE FOSVANG,22233497
GAIA-CONSULT V/LONEY BENGTA ANSEL,20841875
GITTE SKOVHUS PSYKOLOGISK RÅDGIVNING & TANKEFELTTERAPI,24619164
GRUNDTVIG & DANNELSE I/S,22172814
GULDVANGTERAPI,98352998
HALDRUP - KLIT - TERAPI,22566937
HANNES HEALING V/HANNE UGGERLY,29260470
HAWTHORN PSYKOTERAPI,81747466
HELHJERTET PSYKOLOGVIRKSOMHED,22170072
HENRIK ELLESØE,71958565
HJERNEVÆRK V/PSYKOLOG STINE BANG,23865164
HJERTERUMMET V/PSYKOTERAPEUT ALEKSANDRA ABILDGAARD,42156252
HJERTEVIS,40536406
HOEG OG KOLD APS,98110345
HOLGER ABILDGAARD,60716945
HUMAN INSIGHT,22774746
INGE GRØNBECH,98291114
INTEGRERET TERAPI V / FIE HØJER,61272067
INWORK APS,72625814
IPH - PSYKOLOGISK VIRKSOMHED V/IRMA PIL HANSEN,30110055
KAREN WICHMANN AUT. PSYKOLOG,29721799
KARIMALOUE FAMILIETERAPI & HESTEGUIDET RIDETERAPI,42363345
KIRSTEN CECILIE JUUL JENSEN,98171199
KIRSTINE NIELSEN,61685444
KLINIK FOR PERSONLIG UDVIKLING V/MARIANNE WILGAARD,30744914
KURS V/ ERIK BERG,98164896
LARS SLETTEN THOMSEN,21641278
LILIAN NAMMOUR THESTRUP HØJ,41101414
MAJBRIT RANDBÆK,28189244
MARIANNE FUUSAGER,98122509
MARTIN FRYDENLUND JENSEN,21451871
METTE BRUNCKE CHRISTENSEN,20457227
MURIELLE MORIN MARCUSSEN,61715383
MUSIKTERAPEUT LARS RYE BERTELSEN,20406025
MWG MUSIKTERAPI V/METTE WIEMANN GREGERSEN,24411047
NANNA HENRIETTE HØGSBRO,98259610
NETE CHRISTENSEN,30291958
NEUROPSYKOLOGISK KLINIK NORD V/GRY JUNGBERG MØLLER MADSEN,42985616
NORDJYSK RÅDGIVNING V/H. PETERSEN,27131621
OLE JESSEN,40757421
PERNILLE JUUL VINTHER,21955927
PRIVAT PSYKOLOG PRAKSIS,40386878
PSYKOLOG ANJA RANFELT,60769225
PSYKOLOG ANNE AAGAARD V/ANNE AAGAARD PALLESEN,29617455
PSYKOLOG ANNE LERFORS,91566298
PSYKOLOG BENTE LASSEN,22768621
PSYKOLOG BIRGIT LAMMERS,98296295
PSYKOLOG BJARNE NIELSEN,40930471
PSYKOLOG BRITTA MUNKHOLM,20140142
PSYKOLOG CAMILLA SCHMIDT,27202381
PSYKOLOG CHARLOTTE STEVANG,27142517
PSYKOLOG CLAUS RØNNOW PEDERSEN,28409389
PSYKOLOG DITTE SENNICKSEN,42664307
PSYKOLOG DORTE RØDBRO,20192109
PSYKOLOG GRY SCHYTTE,31161843
PSYKOLOG HANNE BRUHN,98380066
PSYKOLOG HELENA HARRITS,51519916
PSYKOLOG HELLE BAUNSHØJ,30691524
PSYKOLOG HENRIK LÆBORG,30226172
PSYKOLOG HENRIK MELBYE MADSEN,29432405
PSYKOLOG INGE-LISE ENGEL,98188663
PSYKOLOG KAMILLA KOSAR,61721992
PSYKOLOG KATHARINA KJØLBYE WRIST,20708413
PSYKOLOG KATJA KILDEDAL,22649222
PSYKOLOG KLAUDIA JULIA GRODZICKA,22111465
PSYKOLOG LENE ANDERSEN,40118507
PSYKOLOG LINE JUBY,61262559
PSYKOLOG LISELENE MOURITZEN,40385154
PSYKOLOG LISELOTTE BAK,53822218
PSYKOLOG LONE SANDBORG-PETERSEN HÅB PÅ VEJEN,91530408
PSYKOLOG LOTTE NØRBACH,21814501
PSYKOLOG LOUISE FROST RIBE,61671014
PSYKOLOG LOUISE HOLM BRØNDUM,22440004
PSYKOLOG LOUISE HYLDGAARD,23696744
PSYKOLOG MALENE LIPPERT LAUSEN,29601192
PSYKOLOG MARIA LUNDSGAARD JØRGENSEN,20408694
PSYKOLOG MARIA SECHER,20773051
PSYKOLOG MARIE COLTAU,61333747
PSYKOLOG MARIE NYGÅRD,22922599
PSYKOLOG MARIE SKAALUM BLOCH,31194609
PSYKOLOG METTE H TORP,53614601
PSYKOLOG METTE NØRGÅRD,98161699
PSYKOLOG METTE RICHTER,98122020
PSYKOLOG MICHAEL SCHÜRER,29211126
PSYKOLOG MIE PEDERSEN,30267081
PSYKOLOG NINNA ZAAR,22871432
PSYKOLOG PETER AAKJÆR HOLST,60331424
PSYKOLOG PIA RAAL CLASEN,98188047
PSYKOLOG PRAKSIS V.METTE WINTHER JØRGENSEN,26166343
PSYKOLOG PRAKSIS V/MARGRETHE HAMMERSHOLT ROUNE,98128889
PSYKOLOG RIKKE KLATTRUP,31113135
PSYKOLOG SIGNE FEILBERG,22267884
PSYKOLOG SKOVSGAARD,21488065
PSYKOLOG SOFIE THYRRESTRUP,40363555
PSYKOLOG STINNE FLEISCHER,23206378
PSYKOLOG SUSANNE FODGAARD,60635452
PSYKOLOG SVEND KLINGBERG,27361164
PSYKOLOG TANIA LEER,51809141
PSYKOLOG TINE MØLGAARD,50592792
PSYKOLOG TINNA WINTHER OLESEN,29444609
PSYKOLOGANDERSEN V/SØREN MARTIN ANDERSEN,25136718
PSYKOLOGHJÆLPEN,22704992
PSYKOLOGHUSET NORDJYLLAND,51434166
PSYKOLOGHUSET TRUDE,21482449
PSYKOLOGI.EU,42681854
PSYKOLOGISK INDSIGT,29902100
PSYKOLOGISK KLINIK NORD V/ULRIK FALENTIN SUND,61661849
PSYKOLOGISK KLINIK V/CAND.PSYK. IRENE MUNK JENSEN,98135710
PSYKOLOGISK KLINIK V/HENRIK JOHANSEN,53610770
PSYKOLOGISK KLINIK V/LISBETH LUNDE,29922711
PSYKOLOGISK KLINIK V/PSYKOLOG HANNE SCHMEDES SVERENIUS,30272131
PSYKOLOGISK RÅDGIVNING JOHN TOFT,60154917
PSYKOLOGISK RÅDGIVNING OG TERAPI KIRSTEN WORM,98187394
PSYKOLOGISK RÅDGIVNING OG TERAPI V. EILEEN KÖHLER,60663233
PSYKOLOGISK RÅDGIVNING OG TERAPI V/LONE SJØLANDER,98102460
PSYKOLOGKLINIKAALBORG,29860624
PSYKOLOGNORD,30303099
PSYKOLOGNORD AALBORG,30303099
PSYKOLOGPRAKSIS V/ LÆRKE HANSEN,60218029
PSYKOLOGPRAKSIS V/ MICHAEL B. PEDERSEN,93606863
PSYKOLOGPRAKSIS V/ANETTE MADSEN,20579448
PSYKOLOGPRAKSIS V/TALVITAR K. K. PEDERSEN,51245542
PSYKOLOGRÅDGIVNING V/IDA KLAUSEN RASMUSSEN,98187100
PSYKOTERAPEUT - LINE RANDRUP,51325726
PSYKOTERAPEUT HANNE PRIES,28696877
PSYKOTERAPEUT MPF SE-TERAPEUT V/MARY A ARGJABODA,20777091
PSYKOTERAPEUT SOLVEIG HJERTMANN,28696879
ROLAN ROSENBECK,22172814
ROSENKRANS TERAPI,27134306
SAMTALERUMMET - PSYKOTERAPI V/MAJA DITLEV HANSEN,61466369
SBJENSEN MUSIKTERAPI,22815567
SELF V/MARK ANDREW SELF,32576632
SHANNON HILLGAARD DOWSETT,40717710
SPECIALPSYKOLOGKLINIK V/JANNE VEDEL RASMUSSEN,26710423
STINE LYNGDAL,61656970
TERAPEUT JETTE BJERRE,98259998
TERAPEUTISK FORANDRING V/ANNIE NIKOLAJSEN,96320083
TERAPI I CENTRUM,50901448
TERAPI NORD,42425482
TERAPI V/HELGE STRANDJORD,24261584
TERAPIHAVEN AURORA V/ANNETTE CHRISTENSEN,61794261
TL CONSULT,98168483
TRIVESDU,20709040
UNGTERAPI AALBORG,28119911
VEJGAARD PSYKOLOG PRAKSIS,60634567
WICE,40444844
WINE BY LINDE,31194477
YOGAPSYKOLOG,28309099
ZOE KOUTINA,98790553
AALBORG REJSEBUREAU APS,98126677
AEM PARTNERS,20341988
AGAPIFOOD APS,22820434
ALL-TRAVEL V/ALLAN JENSEN,98125353
AUSTRIA TOURS APS,52167952
BELLEVUE A/S,98249820
CB TRAVEL V/CARSTEN BO HANSEN,21459588
DANISH VOLUNTEERS I/S,31951402
DANSK GRUPPEREJSER APS,72227088
DANSK KULTUR TURISME/DANSK KULTUR EVENTS I/S V/CONNI H POULSEN OG PER B. POULSEN,40108222
EURO TOURIST REJSEBUREAU APS,98127022
EXPLORE TRAVEL A/S,30742052
FDM TRAVEL A/S,70110311
GLOBAL TOURS,61689991
GROUP TOURS A/S AALBORG,98170077
GULD REJSER,30517317
GULDREJSER,30517317
HANNE HOLME GRAFIK OG KOMMUNIKATION,41483233
HJP-REJSER V/JAN PEDERSEN,98370723
HOLIPASS APS,60151491
KARKON APS,40572232
KRISTENSEN COMPANY APS,26257803
LUKSUSREJSER,31141221
MARINE TRAVEL A/S,86869311
MN JAGTREJSER APS,60794130
ORION JAGTREJSER V/JONAS KRISTEIN KLATTRUP,26597569
RICKSHAW INTERNATIONAL A/S,60756075
SAMSON TRAVEL INCOMING,96201236
SKOTTE REJSE OG HANDELSHUS APS,33149910
SPORT INTERNATIONAL APS,98292495
SUNCHARTER A/S,70345097
SUNSTUDIO,41813820
TEAMBUSINESS APS,23352887
TEXAS TOURS APS,98392101
THUNDER EXCHANGE APS,28348700
TRAVELSCOOP,26736777
TRAVELSCOOP APS,26736777
TUMMERUM APS,52166123
TYRKIET EKSPERTEN APS,70108100
ULF & DAMSHOLT APS,50142209
WOPL APS,42854102
2 - TAL RENGØRING V/MICHAEL ANDERSEN,40102009
2-TAL SERVICE V/LENE GLENNI ANDERSEN,28496958
